product_url                                                                                                                                                             ,product_name                                                       ,price      ,pack_size         ,inventory_left,description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,brand    ,image_urls
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/carbonated-drinks/drink-mixers/quencher-lemon-treat-drink-1l/p/17336                        ,Quencher Lemon Treat Drink 1 lt                                    ,KES 150.00 ,1 lt              ,6             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/he9/hf7/12462930919454/17336_Main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/vitamins-sports-energy-drinks/regular-energy-drinks/afia-energy-exotic-can-250ml/p/108724   ,Afia Energy Exotic Can 250Ml                                       ,KES 120.00 ,                  ,6             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h26/he4/16872314372126/108724_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/black-loose/fahari-ya-kenya-loose-tea-500g/p/22902                              ,Ketepa Fahari Ya Kenya Loose Tea  500 gr                           ,KES 207.00 ,500 gr            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h15/h7f/17292025561118/22902_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hd8/h9b/12462053359646/22902_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hac/h11/17292024447006/22902_1.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/black-bags/ketepa-pride-std-untagged-t-bag200g/p/22915                          ,Ketepa Pride Economy Tagless Tea Bags 200g                         ,KES 199.00 ,200g              ,              ,"Ketepa Pride Tea Bags are blended from a selection of tea with finer granules, allowing for full, fast infusion. Packed in 2gm, they are heat sealed to avoid tearing for comfortable enjoyment of best quality tea."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hf1/h47/17328559390750/22915_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h72/ha3/12462061223966/22915_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/water/still-water/aquaclear-water-bottle-300ml/p/16142                                                  ,Aquaclear Water Bottle 300 ml                                      ,KES 23.00  ,300 ml            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h5b/h75/16872845410334/16142_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hc8/hab/12462840807454/16142_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h05/hdf/16872844427294/16142_1.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/water/still-water/aquamist-mineral-water-330ml/p/27873                                                  ,Aquamist Mineral Water 330Ml                                       ,KES 33.00  ,330 ml            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h19/h2e/16813658243102/27873_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h91/h48/12462371766302/27873_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/water/still-water/aquamist-glass-bottle-sparklin750ml/p/73830                                           ,Aquamist Glass Bottle Still 750 ml                                 ,KES 154.00 ,750 ml            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h8b/h50/16873256124446/73830_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h67/hf1/12463820701726/73830_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/nectar-fruit-juice/fruitville-tropic-juice-250ml-6p/p/139658          ,FRUITVILLE TROPIC JUICE 250ML 6P                                   ,KES 268.00 ,250ml x Pack of 6 ,3             ,"Made with a blend of several tropical fruit pulp variations of passion, pineapple, and mango along with water and sugar. Our tropical juice is high in vitamin c, potassium, and antioxidants and makes for a perfect base for smoothies or energy drinks. An all-natural drink to enjoy any time of the day. No added preservatives and colours."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/hf5/h2f/26759832109086/139658_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/carbonated-drinks/other-flavours/planet-soda-mixed-berries-1-5l/p/87511                     ,Planet Mixed Berries Soda 1.5L                                     ,KES 105.00 ,1.5L              ,              ,Planet Mixed Berries Soda looks more like a conventional carbonated drink but it is even more carbonated than the rest. It is the crispiest of all the spongy drinks. It is an essential cocktail ingredient that can be utilized to top off the drink and lend it a degree of fizz. Planet Mixed Berries Soda will do just that and make your drink more delightful.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h87/h31/26676240482334/87511_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h91/hd8/12463574548510/87511_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/ground/out-of-africa-med-coffee-grnd-250g/p/23156                            ,Out Of Africa Med Coffee Grnd 250G                                 ,KES 638.00 ,250 gr            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h1b/h29/26449876877342/23156_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h11/h85/12462079246366/23156_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/flavored-bags/kericho-gold-purple-tea-15-etb/p/64759                            ,Kericho Gold Purple Tea Bags 15 Pieces                             ,KES 950.00 ,15 Pieces         ,4             ,This product is a classic blend of Purple Tea from Kenya. A unique and sought after tea with a distinct taste and color grown in the gentle slopes of Mount Kenya.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hb4/hbe/17328684400670/64759_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hba/h0f/12463490334750/64759_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h74/h04/17328681451550/64759_1.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h7b/h63/17328682106910/64759_2.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hc2/hca/17328683089950/64759_3.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/ha1/hd7/17328683417630/64759_4.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/kids-drinks/kids-juices/kids-tetra-pack/fruitfull-guava-passion-250ml/p/40587                           ,Fruit Full Guava And Passion Fruit Juice 250ml                     ,KES 49.00  ,250ml             ,6             ,"Blessed with numerous nutrients of nature, the Fruit Full Guava And Passion Fruit Juice is well known for its great taste and endless health benefits. The supreme taste and goodness of the ‘pink’ guavas are packed into each pack of Fruit Full Guava And Passion Fruit Juice. It’s not just the colour pink, but the aroma, nutrition and taste of the rarest of Pink guavas of the Deccan plateau that makes guava unique. We bring to life not only the tastiest of the beverages but also the healthiest. This is ensured by a six-layered Tetra Pak that keeps all germs, air, sunlight and harmful UV rays away. The packaging helps it stay protected from harmful bacteria, preserve the nutritive value and keeps it fresh till the last sip just like any other guava juice."                                                                              ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hb3/hb1/17292314181662/40587_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h37/h07/12462796242974/40587_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/carbonated-drinks/malt-beverages/bavaria-0-0-premium-original-500ml/p/49007                 ,Bavaria Original Beer 500 ml                                       ,KES 145.00 ,                  ,5             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/hb2/ha4/12681364471838/49007_Main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/concentrate-fruit-juice/robinson-wht-raspberry-lemonade330m/p/159534  ,Robinsons Whites Raspberry Lemonade Drink 330ml                    ,KES 120.00 ,330ml             ,              ,"Robinsons whites raspberry lemonade is a tasty twist on a timeless classic that delivers a refreshing raspberry flavour. Made with natural flavours and high quality ingredients. Perfect for all settings and sharing with friends and family, serve cold for optimum refreshment. A delicious treat for people of all ages."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/hb1/hdc/27846001393694/159534_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/concentrate-fruit-juice/pep-passion-fruit-drink-concent1l/p/13417     ,Pep Concentrate Passion Fruit Drink 1L                             ,KES 162.00 ,1L                ,3             ,A well-mixed fruit juice brings together the best qualities of different fruits while retaining a unique taste of its own. Your kid will love the stand-alone tangy-sweet taste of pep concentrate mixed fruit drink and will always ask for more.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/hd2/h25/26930685607966/13417_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/nectar-fruit-juice/fruitville-pineapple-juice-500ml/p/25597           ,Fruitville Pineapple Juice 500ml                                   ,KES 70.00  ,500ml             ,              ,"Fruitville pineapple is made of whopping 75% pineapple juice content for a strong healthy drink. It's delicious with unique digestive properties a good choice in all seasons. Its unique digestive properties make for an ideal fruit beverage to accompany meals, no matter the season."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hf7/ha1/17292088770590/25597_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h05/hf0/12462235549726/25597_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/flavored-bags/safari-hibiscus-tea-bag-15-s/p/69190                              ,Safari Lounge Hibiscus Tea Bag 15 Sticks                           ,KES 688.00 ,                  ,1             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/had/hde/12463561768990/69190_Main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/nectar-fruit-juice/orchid-valley-orange-drink-tetra-1l/p/150373       ,Orchid Valley Orange Drink 1L                                      ,KES 249.00 ,1L                ,              ,Orchid Valley Orange Drink keeps you and your family healthy. The Orchid Valley Orange Drink is a nutrient-rich healthy drink and an ideal drink for your cute little ones.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h82/h88/26930778832926/150373_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/iced-tea/mangajo-lemon-g-tea-glass-250ml/p/45642                                                    ,Mangajo Dream Team Lemon And Green Tea 250ml                       ,KES 299.00 ,250 ml            ,3             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h3b/hfd/17385282142238/45642_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h3e/hae/12463118680094/45642_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hf9/hda/17385279520798/45642_1.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h62/h3c/17385280503838/45642_2.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/ha9/ha3/17385281486878/45642_3.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/carbonated-drinks/other-flavours/fanta-blackcurrant-pet-1-25l/p/24193                       ,Fanta Blackcurrant Soda 1.25 lt                                    ,KES 118.00 ,1.25 lt           ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h4d/h4d/17292081430558/24193_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/ha9/h80/12462218182686/24193_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/infusions-herbal/kericho-gold-pure-camomile-20tb40g/p/106926                    ,Kericho Gold Pure Camomile 20 Tea Bags 40 gr                       ,KES 235.00 ,40 gr             ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/hf3/hf5/12464099557406/106926_Main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/infusions-herbal/kericho-gold-20-morning-time-tb-40g/p/41672                    ,Kericho Gold Morning Time Tea Bags 2g x Pack of 20                 ,KES 450.00 ,2g x Pack of 20   ,4             ,"Kericho Gold speciality infusions is a luxurious range of finest fruit and herb blends. Rich in taste, bursting with refreshing flavours and soothing aromas, our infusion blends are specially created to provide the pleasure and satisfaction you deserve. What we consume in the morning may be essential in kick starting our metabolism and brain functions to help one take on the day’s activities."                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/ha1/hf5/17385274277918/41672_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h0c/heb/12462964670494/41672_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/kids-drinks/kids-juices/kids-tetra-pack/fruitfull-cranberry-apple-250ml/p/40584                         ,Fruit Full Cranberry And Apple Juice 250ml                         ,KES 49.00  ,250ml             ,              ,"Fruit Full Cranberry And Apple Smoothie is the most popular and loved cranberry fruit beverage in the country. It has been well accepted as the most preferred base for many delightful mocktails (like cranberry fruit punch) and has in fact, become the key to creating magic at home! Juice of Cranberry is loved for its taste which leaves you wanting for more. Most of us love to have chilled cranberry juice in summers as refreshment and like to make mocktails round the year for fruit-filled fun and variety."                                                                                                                                                                                                                                                                                                                                           ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h13/hcc/17292307791902/40584_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hb6/h69/12462792966174/40584_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/concentrate-fruit-juice/pep-rose-concentrate-700ml/p/13390            ,Pep Rose Concentrate 700 ml                                        ,KES 344.00 ,700 ml            ,1             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h21/h90/26449781915678/13390_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hb0/hc1/12461890371614/13390_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/concentrate-fruit-juice/afia-mango-fruit-drink-pet-500ml/p/41002      ,Afia Mango Fruit Drink Pet 500Ml                                   ,KES 70.00  ,500 ml            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h05/h93/16813691568158/41002_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h6f/h95/12462850310174/41002_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/he0/h1b/16813690191902/41002_1.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/infusions-herbal/kericho-gold-20-night-time-tb-40g/p/41674                      ,Kericho Gold Night Time Tea Bags 2g x Pack of 20                   ,KES 434.00 ,2g x Pack of 20   ,              ,"Kericho Gold speciality infusions is a luxurious range of finest fruit and herb blends. Rich in taste, bursting with refreshing flavours and soothing aromas, our infusion blends are specially created to provide the pleasure and satisfaction you deserve."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h08/hed/17385237577758/41674_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h82/hae/12462968274974/41674_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h95/h4c/17385235939358/41674_1.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h2e/hb3/17385236856862/41674_2.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/instant-coffee-sachets/mixes-sachets/kericho-gold-ginger-lemon-20-s/p/56542                      ,Kericho Gold Ginger And Lemon Tea Bags 20 Pieces                   ,KES 224.00 ,20 Pieces         ,              ,"Kericho Gold is a special blend of fine teas from some of the best tea estates in Kenya. Kericho Gold Teas and Infusions are tasty and full of fragrance that is why there is no added sugar, no artificial colors or preservatives, just the great tasting flavors. Naturally Caffeine Free."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h81/h50/17328677453854/56542_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h94/he0/12463341240350/56542_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hdc/h15/17328673849374/56542_1.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h86/h7f/17328674832414/56542_2.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h3d/hdc/17328675487774/56542_3.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h9b/haf/17328676798494/56542_4.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/lebanese-coffee/safari-coffee-capsul-kenyan-10-s/p/57380                     ,Safari Coffee Capsules Kenyan 10 pcs                               ,KES 848.00 ,                  ,2             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h29/hc8/12463303819294/57380_Main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/nectar-fruit-juice/fruitfull-pinacolada-juice-tetra1l/p/17422         ,Fruit Full Pinacolada Fruit Juice 1L                               ,KES 174.00 ,1L                ,              ,"A perfect blend of tropical pineapple and exotic coconuts. Another islander's favourite tropical taste will make you feel you are on a vacation. Fruit Full pinna colada blends best with mocktails, cocktails, lemonades, sodas, slushes, frozen beverages, mojitos. Enjoy the tropical blend. Pina-colada will allow you to create easily delightful aromas in plenty of summer alcoholic and non-alcoholic beverages just by pouring and stirring."                                                                                                                                                                                                                                                                                                                                                                                                                  ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hf6/hd4/17292000722974/17422_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hce/h9f/12462992195614/17422_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/infusions-herbal/kericho-lemon-orange-cold-brew30g/p/148626                     ,Kericho Lemon Orange And Ginger Cold Brew 30g                      ,KES 295.00 ,30g               ,              ,"Our cold brew teas are meant to provide you with a jolt of energy and boost your mood through the day. Kericho gold aims to specially craft and provide exotics cold brew tea experience that is suited for all tea drinkers, both for a shot of energy, and for a shot of green tea, lemon, orange and ginger extract in your mouth. A fruit infuser, Kenyan tea that will be a great addition to your pantry."                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h02/h4c/26799249948702/148626_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h8a/h57/26799246016542/148626_1.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h25/h77/26799246999582/148626_2.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hcf/he0/26799247982622/148626_3.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h99/hb5/26799248965662/148626_4.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/carbonated-drinks/other-flavours/fanta-passion-juice-2l/p/24224                             ,Fanta Passion Soda 2 lt                                            ,KES 160.00 ,2 lt              ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h98/h90/17292088246302/24224_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/haa/hf7/12462191312926/24224_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/carbonated-drinks/cola/coca-cola-pet-2l/p/24181                                             ,Coca Cola Pet 2L                                                   ,KES 160.00 ,2 lt              ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Coca Cola,"['https://cdnprod.mafretailproxy.com/sys-master-root/h67/hbd/17013978824734/24181_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/he0/h72/12462213267486/24181_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h30/hed/17013974728734/24181_1.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/he5/h2a/17013976203294/24181_2.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h61/h3c/17013977186334/24181_3.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hd0/h53/17013977841694/24181_4.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/carbonated-drinks/cola/coca-cola-pet-1-25l/p/24191                                          ,Coca Cola Pet 1.25L                                                ,KES 118.00 ,1.25 lt           ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Coca Cola,"['https://cdnprod.mafretailproxy.com/sys-master-root/h18/he0/17014017359902/24191_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hde/h23/12462217527326/24191_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hb7/hb5/17014013886494/24191_1.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h20/h4c/17014014869534/24191_2.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h81/h76/17014016376862/24191_3.jpg_200Wx200H']"
