product_url                                                                                                                                                             ,product_name                                                       ,price      ,pack_size         ,inventory_left,description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,brand    ,image_urls
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/carbonated-drinks/drink-mixers/savanah-cocopine-juice-5l/p/25644                            ,Savanah Cocopine Juice 5 lt                                        ,KES 659.00 ,5 lt              ,4             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/hb9/h1f/12462241775646/25644_Main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/nectar-fruit-juice/robinsons-fruit-s-a-b-currant-275ml/p/167809       ,Robinsons Fruit Shoot Apple And Blackcurrant Drink 275ml           ,KES 150.00 ,275ml             ,1             ,"Here is a small bottle of juice drink combining the essence of apple and blackcurrant fruits. The Robinsons apple and blackcurrant fruit shoot features no additional sugar, but is delicious and is a low calorie fruit drink. It is enriched with sweeteners and vitamins. This bottle of fruit shoot is ideal for kids during the summer, as it can keep them refreshed always."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h9c/h67/27846235783198/167809_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/powdered-drinks/nourishing-healthy-instant/cocoa-primo-200g/p/27801                                     ,Cocoa Primo 200G                                                   ,KES 269.00 ,200 gr            ,9             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h31/ha1/17014018998302/27801_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h2c/h22/12462348435486/27801_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/powdered-drinks/hot-chocolate-melts/chocolate-melts/rapra-s-drinking-chocolate-400g/p/53832             ,Rapra Drinking Chocolate 400 gr                                    ,KES 305.00 ,400 gr            ,8             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h19/hcd/12463362539550/53832_Main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/other-juice/booch-kombucha-raspberry-250ml/p/132795                   ,Booch Kombucha Raspberry 300Ml                                     ,KES 262.00 ,                  ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/hf2/h79/27309744160798/132795_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/coconut-water/afia-peach-milk-500ml/p/41031                                                      ,Afia Peach Milk 500 ml                                             ,KES 90.00  ,500 ml            ,7             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h07/hb5/16873124331550/41031_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h3f/hc0/12462866694174/41031_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/concentrate-fruit-juice/jooz-mango-juice-pet-bottle300ml/p/103457     ,Jooz Mango Juice Pet Bottle300 ml                                  ,KES 42.00  ,300 ml            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h6f/h3a/14936327127070/103457_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/syrups-concentrate/cordial-drinks/sunquick-juice-conc-mango-700ml/p/156085                       ,Sunquick Concentrate Mango Juice 700ml                             ,KES 450.00 ,700ml             ,4             ,"As fresh as a summer breeze, Sunquick Concentrate Mango Juice brings the goodness of fruit and fibre in a thick and pulpy juice. B Natural Mango has been crafted using mangoes that have been handpicked from the orchards of local Indian farmers. Relish an authentic fruit experience as B Natural Mango is made with 100 percent mango pulp and 0 percent concentrate, and no added preservatives. With the goodness of fibre and Vitamin C, B Natural ensures complete fruit nutrition for the family. Enjoy the taste of this royal fruit in every sip of B Natural Mango as it is made with utmost care and dedication."                                                                                                                                                                                                                                        ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hbb/hfa/26951250804766/156085_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h4c/he3/26951250149406/156085_1.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/other-juice/booch-kombucha-elder-ower-250ml/p/132796                  ,Booch  Kombucha Elder?Ower 300Ml                                   ,KES 262.00 ,                  ,5             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h6f/h84/27309744488478/132796_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/concentrate-fruit-juice/afia-multivitamin-pet-750ml/p/109206          ,Afia Multivitamin Pet 750Ml                                        ,KES 90.00  ,                  ,3             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h09/h7a/16872321482782/109206_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/black-bags/kericho-gold-50-round-tea-bags-100g/p/8261                           ,Kericho Gold Pure Kenya Round Tea Bags 2g x Pack of 50             ,KES 114.00 ,2g x Pack of 50   ,              ,"Kericho Gold speciality infusions is a luxurious range of finest fruit and herb blends. Rich in taste, bursting with refreshing flavours and soothing aromas, our infusion blends are specially created to provide the pleasure and satisfaction you deserve. Finely balanced richness, flavour, strength & aroma for the perfect Kenyan Tea."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hf6/hb6/17385411510302/8261_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h69/h5f/12449124843550/8261_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h68/h27/12681428041758/8261_1.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/100-fruit-juice/ceres-juice-orange-100-1l/p/2379                      ,Ceres Juice Orange 100% 1L                                         ,KES 253.00 ,1 lt              ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hba/h7f/16975770157086/2379_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h57/hdd/12461780926494/2379_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hfc/ha1/16975767535646/2379_1.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h6c/hf4/16975768518686/2379_2.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hc3/h8a/16975769501726/2379_3.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/nectar-fruit-juice/del-monte-juice-orange-1l/p/38610                  ,Del Monte Juice Orange 1L                                          ,KES 226.00 ,1 lt              ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h01/h40/17213264592926/38610_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hf7/hc2/12462604812318/38610_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/lebanese-coffee/dormans-kilimanjaro-coffee-cap5gx25/p/23293                  ,Dormans Kilimanjaro Coffee Cap5Gx25                                ,KES 915.00 ,125 gr            ,8             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h5d/h54/17290594025502/23293_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h3f/ha5/12462121844766/23293_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/long-life-juices-smoothies/nectar-fruit-juice/fruitville-tropical-juice-500ml/p/25605            ,Fruitville Tropical Juice 500ml                                    ,KES 70.00  ,500ml             ,              ,"Made with a blend of several tropical fruit pulp variations of passion, pineapple, and mango along with water and sugar. Our tropical juice is high in vitamin c, potassium, and antioxidants and makes for a perfect base for smoothies or energy drinks. An all-natural drink to enjoy any time of the day. No added preservatives and colours."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h60/hf7/17292084674590/25605_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hc1/h9b/12462236860446/25605_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/kids-drinks/kids-juices/kids-tetra-pack/afia-multivitmn-juice-tetra1l/p/41039                           ,Afia Multi Vitamin Juice Tetra 1 lt                                ,KES 150.00 ,1 lt              ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h4e/h8f/16873127542814/41039_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hc3/hdd/12462875541534/41039_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/black-bags/melvin-blk-chai-tea-bags-tagged50s/p/130540                          ,MELVIN BLK CHAI TEA BAGS TAGGED50S                                 ,KES 85.00  ,                  ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/hfd/hac/17556617953310/130540_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/instant-coffee-sachets/mixes-sachets/dormans-3in1-irish-coffee-cream-18g/p/117252                ,Dormans 3In1 Irish Coffee Cream 18G                                ,KES 23.00  ,                  ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h21/h04/26658580430878/117252_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/ground/blend-africa-classic-dark-grnd-250g/p/19724                           ,Blend Africa Classic Dark Grnd 250G                                ,KES 689.00 ,                  ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h1e/heb/16872319090718/19724_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/ground/java-uganda-kigezi-special-grnd375g/p/67954                           ,Java Uganda Kigezi Special Ground 375 gr                           ,KES 919.00 ,375 gr            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/hf0/h20/12463505408030/67954_Main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/beans-/dormans-kilimanjaro-med-beans-375g/p/87986                            ,Dormans Kilimanjaro Medium Ground Dark Coffee Beans 375g           ,KES 880.00 ,375g              ,              ,"Dormans Ground Coffee is a specialty roasted blend that is full bodied with Italian inspired flavors. A barista chooses coffee with the intention of triggering all the sensations in one cup aroma, taste, feel and the passage of time. Comprised of only premium Arabica beans from Central America, South America and Indonesia, we selected this unique blend to offer chocolate and creamy flavors accompanied by a pleasant aroma. This blend is versatile as it is compatible with all coffee and machines. Start your day off on a bright note with Dormans Ground Coffee."                                                                                                                                                                                                                                                                                    ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h8f/h4a/27012056743966/87986_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/beans-/out-of-africa-dark-coffee-beans250g/p/23153                           ,Out Of Africa Dark Coffee Beans 250 gr                             ,KES 678.00 ,250 gr            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hf8/hf9/26449874911262/23153_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h17/h3e/12462076297246/23153_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/flavored-bags/ketepa-pride-earl-grey-flavour-50g/p/60350                        ,Ketepa Earl  Grey Flavour 50 gr                                    ,KES 153.00 ,50 gr             ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/h89/he3/12463333048350/60350_Main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/ground/dormans-household-dark-medium-g375g/p/87981                           ,Dormans Household Medium Ground Dark Coffee Beans 375g             ,KES 610.00 ,375g              ,              ,"Dormans Ground Coffee is a specialty roasted blend that is full bodied with Italian inspired flavors. A barista chooses coffee with the intention of triggering all the sensations in one cup aroma, taste, feel and the passage of time. Comprised of only premium Arabica beans from Central America, South America and Indonesia, we selected this unique blend to offer chocolate and creamy flavors accompanied by a pleasant aroma. This blend is versatile as it is compatible with all coffee and machines. Start your day off on a bright note with Dormans Ground Coffee."                                                                                                                                                                                                                                                                                    ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/hab/h07/27012057071646/87981_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/instant-coffee-sachets/regular-instant-coffee/dormans-instant-coffee-tin-250g/p/23262            ,Dormans Instant Coffee Tin  250 gr                                 ,KES 742.00 ,250 gr            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h9b/h35/12462115946526/23262_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/he5/heb/17292034768926/23262_1.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h8e/h55/17292036112414/23262_2.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hb8/h11/17292037095454/23262_3.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/vitamins-sports-energy-drinks/regular-energy-drinks/redbull-energy-drink-250mlx4/p/43217    ,Redbull Energy Drink 250Mlx4                                       ,KES 739.00 ,250 ml            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h49/h6d/16813701529630/43217_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/he9/hbe/12463105572894/43217_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/had/had/16813696811038/43217_1.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h81/h96/16813698121758/43217_2.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hea/h2c/16813699104798/43217_3.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hb2/h03/16813700546590/43217_4.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/ground/dormans-coffeehouse-medium-fine250g/p/23327                           ,Dormans Coffeehouse Medium Fine 250 gr                             ,KES 319.00 ,250 gr            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hae/h7a/17292054298654/23327_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hd3/he9/12462125121566/23327_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h8b/h44/17292052889630/23327_3.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h87/hd6/26658672214046/23327_ main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/black-loose/baraka-chai-tangawizi-loose-tea500g/p/8275                          ,Baraka Chai Tangawizi Loose Tea500G                                ,KES 279.00 ,500 gr            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/he3/h9c/16873287712798/8275_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hda/hc5/12449128448030/8275_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/vitamins-sports-energy-drinks/sport-drinks/you-c1000isotonic-orange-water500ml/p/34555      ,You.C1000Isotonic Orange Water500Ml                                ,KES 163.00 ,500 ml            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/hb1/h43/16873031598110/34555_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h79/h70/12462533378078/34555_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/hf8/haa/16873030615070/34555_1.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/beans-/dormans-decaffeina-dark-beans-375g/p/87971                            ,Dormans Decaffeina Medium Ground Dark Coffee Beans 375g            ,KES 1080.00,375g              ,6             ,"Dormans Ground Coffee is a specialty roasted blend that is full bodied with Italian inspired flavors. A barista chooses coffee with the intention of triggering all the sensations in one cup aroma, taste, feel and the passage of time. Comprised of only premium Arabica beans from Central America, South America and Indonesia, we selected this unique blend to offer chocolate and creamy flavors accompanied by a pleasant aroma. This blend is versatile as it is compatible with all coffee and machines. Start your day off on a bright note with Dormans Ground Coffee."                                                                                                                                                                                                                                                                                    ,         ,['https://cdnprod.mafretailproxy.com/sys-master-root/he1/hd3/27012054319134/87971_main.jpg_200Wx200H']
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/coffee/ground-coffee-beans/ground/dormans-decaffeina-dark-med-g375g/p/87969                             ,Dormans Decaffeina. Dark/Med G375G                                 ,KES 1080.00,375 gr            ,3             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h57/hd3/17292556828702/87969_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h72/h2f/12463704703006/87969_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/juices/coconut-water/afia-orange-carrot-milk-500ml/p/41033                                              ,Afia Orange Carrot Juice 500 ml                                    ,KES 90.00  ,500 ml            ,              ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h4e/he1/16873123348510/41033_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h0f/h77/12462868332574/41033_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/soft-drinks/carbonated-drinks/drink-mixers/highlands-cordial-pineapple-2l/p/275                         ,Highlands Cordial Pineapple Juice  2 lt                            ,KES 299.00 ,2 lt              ,4             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h57/h19/17307445690398/275_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h2b/h56/12461795344414/275_Main.jpg_200Wx200H']"
https://www.carrefour.ke/mafken/en/root-maf-category//beverages/tea/loose-leaf-tea-bags/flavored-bags/kericho-gold-20-spiced-tea-tb-40g/p/8296                          ,Kericho Gold Spiced Tea Bags 2g x Pack of 20                       ,KES 234.00 ,2g x Pack of 20   ,              ,"Kericho Gold speciality infusions is a luxurious range of finest fruit and herb blends. Rich in taste, bursting with refreshing flavours and soothing aromas, our infusion blends are specially created to provide the pleasure and satisfaction you deserve. Fresh oriental spices, herby-sweet aromas, balanced with rich blend of black tea."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,         ,"['https://cdnprod.mafretailproxy.com/sys-master-root/h4b/hec/17385423503390/8296_main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h66/h65/12449147125790/8296_Main.jpg_200Wx200H', 'https://cdnprod.mafretailproxy.com/sys-master-root/h09/h32/17385417801758/8296_1.jpg_200Wx200H']"
